City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Alghero,IT,2020-06-15 00:38:14,40.56,8.32,66.2,82,0,3.36
306,Bandundu,CD,2020-06-15 00:38:14,-3.32,17.37,75.6,71,44,2.08
307,Coruripe,BR,2020-06-15 00:34:39,-10.13,-36.18,75.47,85,9,9.17
308,Tabas,IR,2020-06-15 00:38:14,33.6,56.92,86.0,12,0,4.7
309,Leshukonskoye,RU,2020-06-15 00:38:14,64.9,45.76,58.73,74,3,8.37
310,Ingham,US,2020-06-15 00:38:15,42.6,-84.38,66.2,34,1,6.93
311,Ngunguru,NZ,2020-06-15 00:38:15,-35.62,174.5,61.0,79,21,10.0
312,Forest Grove,US,2020-06-15 00:38:15,45.52,-123.11,66.99,45,75,9.17
313,Kindu,CD,2020-06-15 00:38:15,-2.95,25.95,68.58,72,16,1.83
314,Zhukovka,RU,2020-06-15 00:38:15,53.53,33.73,60.13,94,58,8.72
315,Aberdeen,GB,2020-06-15 00:38:16,57.14,-2.1,53.01,100,90,2.24
316,Montijo,PT,2020-06-15 00:38:12,38.71,-8.97,62.01,82,20,4.7
317,Clyde River,CA,2020-06-15 00:38:16,70.47,-68.59,35.6,90,1,31.09
318,Coquimbo,CL,2020-06-15 00:38:16,-29.95,-71.34,57.2,82,75,4.7
319,Muzhi,RU,2020-06-15 00:38:16,65.37,64.67,50.23,61,22,11.36
320,Skjervoy,NO,2020-06-15 00:38:17,70.03,20.97,46.0,82,100,17.67
321,Airai,TL,2020-06-15 00:38:17,-8.93,125.41,69.04,76,27,5.26
322,Ponta Do Sol,PT,2020-06-15 00:38:17,32.67,-17.1,68.0,72,20,2.24
323,Dunedin,NZ,2020-06-15 00:38:17,-45.87,170.5,51.01,54,100,1.01
324,Suntar,RU,2020-06-15 00:38:17,62.14,117.63,65.71,42,0,7.27
325,Aklavik,CA,2020-06-15 00:38:18,68.22,-135.01,78.8,24,20,10.29
326,Atikokan,CA,2020-06-15 00:38:18,48.76,-91.62,63.88,45,64,9.62
327,Seoul,KR,2020-06-15 00:35:06,37.57,126.98,71.6,78,83,5.82
328,Roslyakovo,RU,2020-06-15 00:38:18,69.04,33.2,53.6,62,100,2.24
329,Leh,IN,2020-06-15 00:38:18,34.17,77.58,47.34,49,2,3.89
330,Sorsk,RU,2020-06-15 00:36:32,54.0,90.25,52.23,90,100,4.79
331,Zhuhai,CN,2020-06-15 00:38:19,22.28,113.57,84.99,94,40,11.41
332,Yuanping,CN,2020-06-15 00:38:19,38.72,112.76,78.3,25,30,0.85
333,North Bend,US,2020-06-15 00:34:57,43.41,-124.22,64.99,77,90,5.82
334,Kirakira,SB,2020-06-15 00:38:19,-10.45,161.92,84.49,73,35,14.58
335,Palmer,US,2020-06-15 00:38:19,42.16,-72.33,68.0,49,75,5.82
336,Bowen,AU,2020-06-15 00:38:20,-20.02,148.23,80.01,83,48,9.17
337,Terrace,CA,2020-06-15 00:35:18,54.52,-128.6,55.4,76,90,14.99
338,Zhigansk,RU,2020-06-15 00:34:49,66.77,123.37,54.95,63,0,2.39
339,Simao,CN,2020-06-15 00:38:20,22.79,100.97,70.7,92,69,3.13
340,The Valley,AI,2020-06-15 00:38:21,18.22,-63.06,82.99,74,20,10.29
341,Iquique,CL,2020-06-15 00:38:21,-20.22,-70.14,62.6,72,90,4.7
342,Ostrogozhsk,RU,2020-06-15 00:38:21,50.87,39.08,59.0,85,100,13.44
343,Wonthaggi,AU,2020-06-15 00:38:21,-38.6,145.59,61.0,84,100,18.68
344,Masterton,NZ,2020-06-15 00:38:22,-40.96,175.66,53.01,87,66,1.01
345,Sale,MA,2020-06-15 00:38:22,34.04,-6.82,66.0,87,0,5.82
346,Tarakan,ID,2020-06-15 00:38:22,3.3,117.63,79.65,78,100,4.45
347,Paysandu,UY,2020-06-15 00:37:40,-32.32,-58.08,42.01,76,0,8.46
348,Taoudenni,ML,2020-06-15 00:38:22,22.68,-3.98,98.08,15,0,10.76
349,Uruzgan,AF,2020-06-15 00:38:23,32.83,66.0,65.53,24,0,8.7
350,Jinhua,CN,2020-06-15 00:38:23,29.11,119.65,87.62,73,44,2.06
351,Port-Cartier,CA,2020-06-15 00:38:23,50.03,-66.87,51.8,57,5,3.36
352,Gaoual,GN,2020-06-15 00:38:23,11.75,-13.2,80.49,73,100,6.02
353,Grindavik,IS,2020-06-15 00:38:23,63.84,-22.43,48.2,100,90,25.28
354,Dowa,MW,2020-06-15 00:38:23,-13.65,33.94,48.67,99,30,2.1
355,Novyye Burasy,RU,2020-06-15 00:38:24,52.13,46.07,60.01,38,46,4.0
356,Barcelos,PT,2020-06-15 00:38:24,41.54,-8.62,60.01,93,100,1.14
357,Egvekinot,RU,2020-06-15 00:38:24,66.32,-179.17,46.72,72,48,5.28
358,Henties Bay,NA,2020-06-15 00:38:24,-22.12,14.28,59.92,52,0,6.15
359,Ayan,RU,2020-06-15 00:38:25,56.45,138.17,45.55,80,86,9.04
360,Karema,TZ,2020-06-15 00:38:25,-6.82,30.44,67.57,58,0,7.09
361,Ossora,RU,2020-06-15 00:38:25,59.24,163.07,56.98,54,0,6.98
362,Gizo,SB,2020-06-15 00:38:25,-8.1,156.84,85.55,68,97,6.98
363,Chiman,PK,2020-06-15 00:38:26,32.55,73.81,78.8,65,0,5.93
364,Faya,SA,2020-06-15 00:36:06,18.39,42.45,73.4,30,43,3.76
365,Orlik,RU,2020-06-15 00:38:26,52.52,99.83,64.11,45,5,1.05
366,Itarema,BR,2020-06-15 00:37:51,-2.92,-39.92,76.84,85,16,9.6
367,Ishigaki,JP,2020-06-15 00:33:42,24.34,124.16,86.0,89,40,11.41
368,Taboga,IT,2020-06-15 00:38:27,46.27,13.11,64.0,94,100,2.24
369,Semirom,IR,2020-06-15 00:38:27,31.42,51.57,52.56,37,0,0.51
370,Mareeba,AU,2020-06-15 00:38:27,-17.0,145.43,78.8,83,75,12.75
371,Pakhni,GR,2020-06-15 00:38:27,41.3,24.9,70.0,94,75,10.29
372,Shizilu,CN,2020-06-15 00:38:27,35.17,118.83,83.01,45,87,5.44
373,Meadow Lake,US,2020-06-15 00:38:28,34.8,-106.54,82.4,15,75,19.46
374,Hendrina,ZA,2020-06-15 00:38:28,-26.16,29.72,28.99,75,0,2.13
375,Saint-Francois,FR,2020-06-15 00:36:07,46.42,3.91,57.2,76,0,2.24
376,Bubaque,GW,2020-06-15 00:38:28,11.28,-15.83,81.36,81,100,10.38
377,Svetlograd,RU,2020-06-15 00:38:29,45.34,42.85,62.6,77,75,8.95
378,Port Lincoln,AU,2020-06-15 00:35:39,-34.73,135.87,62.65,74,1,17.34
379,Lasa,IT,2020-06-15 00:38:29,46.62,10.7,50.0,87,90,4.7
380,Baruun-Urt,MN,2020-06-15 00:38:29,46.68,113.28,73.69,34,0,4.27
381,Moss Vale,AU,2020-06-15 00:38:30,-34.55,150.38,64.0,54,0,21.92
382,Port Hedland,AU,2020-06-15 00:38:30,-20.32,118.57,71.6,21,0,14.99
383,Ketchikan,US,2020-06-15 00:34:45,55.34,-131.65,59.0,58,20,14.99
384,Zhaotong,CN,2020-06-15 00:38:30,27.32,103.72,67.78,78,26,4.63
385,Marsaxlokk,MT,2020-06-15 00:38:31,35.84,14.54,70.0,68,65,12.75
386,Katherine,AU,2020-06-15 00:38:31,-14.47,132.27,80.6,47,0,12.75
387,Hami,CN,2020-06-15 00:34:55,42.8,93.45,84.27,15,84,11.83
388,Lebu,CL,2020-06-15 00:38:32,-37.62,-73.65,47.86,70,100,6.73
389,Bantogon,PH,2020-06-15 00:38:32,6.53,124.03,83.26,68,100,3.13
390,Solnechnyy,RU,2020-06-15 00:38:32,50.72,136.63,52.45,66,100,10.07
391,Omsukchan,RU,2020-06-15 00:38:32,62.53,155.8,72.86,27,83,2.17
392,Jibuti,DJ,2020-06-15 00:35:29,11.5,42.5,86.81,40,84,4.81
393,Uetze,DE,2020-06-15 00:38:33,52.47,10.2,62.6,82,20,5.82
394,Guiratinga,BR,2020-06-15 00:38:33,-16.35,-53.76,70.14,55,0,4.52
395,Buala,SB,2020-06-15 00:36:06,-8.14,159.59,83.5,77,95,10.74
396,Thinadhoo,MV,2020-06-15 00:36:10,0.53,72.93,83.82,77,0,13.58
397,Zaysan,KZ,2020-06-15 00:38:34,47.47,84.87,73.17,35,100,5.19
398,Rajura,IN,2020-06-15 00:38:34,19.78,79.37,85.15,69,100,6.71
399,Yumen,CN,2020-06-15 00:38:34,40.28,97.2,75.94,20,100,14.03
400,Olafsvik,IS,2020-06-15 00:38:34,64.89,-23.71,48.78,95,100,19.77
401,San Miguelito,PA,2020-06-15 00:38:34,9.03,-79.5,84.2,79,68,5.82
402,Avera,US,2020-06-15 00:38:35,33.19,-82.53,78.8,47,1,4.7
403,Hofn,IS,2020-06-15 00:38:35,64.25,-15.21,49.6,84,0,13.67
404,Misratah,LY,2020-06-15 00:38:35,32.38,15.09,72.32,75,0,21.65
405,Marienburg,PL,2020-06-15 00:38:35,54.04,19.03,57.0,100,75,3.8
406,Talara,PE,2020-06-15 00:38:35,-4.58,-81.27,65.08,84,46,11.36
407,Ojinaga,MX,2020-06-15 00:38:36,29.57,-104.42,95.0,11,1,14.99
408,Sherwood,US,2020-06-15 00:36:27,34.82,-92.22,89.6,40,40,4.7
409,Jumla,NP,2020-06-15 00:35:08,29.27,82.18,62.92,61,43,1.32
410,Belmonte,BR,2020-06-15 00:35:26,-15.86,-38.88,73.4,78,20,1.12
411,Shizuishan,CN,2020-06-15 00:38:36,39.23,106.77,78.96,22,71,11.65
412,Praia Da Vitoria,PT,2020-06-15 00:36:03,38.73,-27.07,60.8,82,40,11.92
413,Okitipupa,NG,2020-06-15 00:38:37,6.5,4.78,74.57,98,100,1.9
414,Saint Anthony,US,2020-06-15 00:34:06,45.02,-93.22,75.2,38,1,19.46
415,Severomuysk,RU,2020-06-15 00:38:37,56.15,113.43,58.39,62,0,2.06
416,Palghar,IN,2020-06-15 00:38:38,19.68,72.75,82.4,88,40,3.36
417,Porto Novo,BJ,2020-06-15 00:38:38,6.5,2.6,80.6,88,40,12.75
418,Lorengau,PG,2020-06-15 00:38:38,-2.02,147.27,85.77,71,98,10.11
419,Paka,MY,2020-06-15 00:38:38,4.64,103.44,80.6,94,20,6.33
420,Naze,JP,2020-06-15 00:35:31,28.37,129.48,87.8,74,75,12.75
421,Hirara,JP,2020-06-15 00:38:39,24.8,125.28,86.0,83,40,16.11
422,Martapura,ID,2020-06-15 00:38:39,-3.42,114.85,83.59,76,14,1.97
423,Banjar,ID,2020-06-15 00:38:39,-8.19,114.97,82.4,100,75,12.75
424,Itamarandiba,BR,2020-06-15 00:38:39,-17.86,-42.86,56.97,89,0,3.67
425,Labuhan,ID,2020-06-15 00:38:39,-6.88,112.21,82.54,78,79,9.53
426,Kasulu,TZ,2020-06-15 00:38:40,-4.58,30.1,66.2,88,40,1.57
427,Rosetta,EG,2020-06-15 00:38:40,31.4,30.42,71.6,78,0,3.36
428,Kurtamysh,RU,2020-06-15 00:38:40,54.91,64.43,49.48,72,0,6.85
429,Nipawin,CA,2020-06-15 00:38:40,53.37,-104.0,84.2,37,1,31.09
430,Makakilo City,US,2020-06-15 00:38:40,21.35,-158.09,86.0,54,75,12.75
431,Victoria,HK,2020-06-15 00:34:40,22.29,114.16,84.0,79,64,11.99
432,Olive Branch,US,2020-06-15 00:38:41,34.96,-89.83,87.8,37,20,5.39
433,Oulainen,FI,2020-06-15 00:38:41,64.27,24.8,55.99,71,99,7.02
434,Laguna,US,2020-06-15 00:38:41,38.42,-121.42,87.01,23,1,8.05
435,Maceio,BR,2020-06-15 00:38:14,-9.67,-35.74,73.4,88,20,4.7
436,Plettenberg Bay,ZA,2020-06-15 00:38:42,-34.05,23.37,56.82,86,100,6.42
437,Pamanukan,ID,2020-06-15 00:38:42,-6.28,107.81,82.51,73,99,3.91
438,Roberval,CA,2020-06-15 00:38:42,48.52,-72.23,57.2,44,20,2.24
439,Muros,ES,2020-06-15 00:38:42,42.78,-9.06,60.01,86,24,7.0
440,Grand-Santi,GF,2020-06-15 00:38:42,4.25,-54.38,74.91,93,100,1.92
441,Trapani,IT,2020-06-15 00:38:43,37.83,12.67,73.99,88,74,3.36
442,Araouane,ML,2020-06-15 00:38:43,18.9,-3.53,100.62,10,0,16.13
443,General Roca,AR,2020-06-15 00:38:43,-39.03,-67.58,37.4,53,74,4.45
444,Nikolskoye,RU,2020-06-15 00:38:43,59.7,30.79,53.6,81,9,6.71
445,Rocha,UY,2020-06-15 00:38:43,-34.48,-54.33,40.66,71,0,4.27
446,Estepona,ES,2020-06-15 00:38:44,36.43,-5.15,66.2,72,0,17.22
447,Tiarei,PF,2020-06-15 00:38:44,-17.53,-149.33,87.8,62,75,4.7
448,Ciudad Bolivar,VE,2020-06-15 00:38:44,8.12,-63.55,83.73,65,53,10.22
449,Timra,SE,2020-06-15 00:38:44,62.49,17.33,57.99,100,0,3.36
450,Palkonda,IN,2020-06-15 00:38:45,18.6,83.75,85.17,75,100,2.46
451,Kannauj,IN,2020-06-15 00:38:45,27.05,79.92,91.76,49,0,7.72
452,Camocim,BR,2020-06-15 00:38:45,-2.9,-40.84,76.84,86,47,9.06
453,Mutis,CO,2020-06-15 00:38:45,6.23,-77.4,79.9,80,100,5.46
454,Southampton,GB,2020-06-15 00:36:33,50.9,-1.4,54.0,75,100,1.28
455,Serdobsk,RU,2020-06-15 00:38:46,52.46,44.22,50.95,83,95,10.58
456,Denpasar,ID,2020-06-15 00:35:50,-8.65,115.22,82.4,100,75,12.75
457,Puerto Escondido,MX,2020-06-15 00:38:46,15.85,-97.07,84.2,74,90,3.62
458,Rockhampton,AU,2020-06-15 00:38:46,-23.38,150.5,71.6,73,20,8.05
459,Port Hawkesbury,CA,2020-06-15 00:38:47,45.62,-61.35,51.01,93,90,2.24
460,Mineiros,BR,2020-06-15 00:38:47,-17.57,-52.55,65.25,65,0,4.21
461,Negara,ID,2020-06-15 00:38:47,-8.32,114.6,82.02,77,19,6.29
462,Kununurra,AU,2020-06-15 00:34:04,-15.77,128.73,80.6,26,0,17.22
463,Talnakh,RU,2020-06-15 00:38:47,69.49,88.4,46.4,70,100,22.37
464,Kamyshin,RU,2020-06-15 00:38:48,50.1,45.42,58.17,76,78,12.68
465,Alofi,NU,2020-06-15 00:38:48,-19.06,-169.92,73.4,78,87,19.46
466,Sola,VU,2020-06-15 00:38:48,-13.88,167.55,84.2,74,75,21.92
467,Upington,ZA,2020-06-15 00:38:48,-28.45,21.26,37.4,29,0,5.32
468,Vuktyl,RU,2020-06-15 00:38:48,63.86,57.31,57.36,68,87,7.43
469,Samana,DO,2020-06-15 00:38:49,19.21,-69.34,78.8,100,75,7.31
470,San Cristobal,VE,2020-06-15 00:38:49,7.77,-72.22,89.6,43,40,17.22
471,Aleksandrovsk-Sakhalinskiy,RU,2020-06-15 00:38:49,50.9,142.16,49.39,75,93,7.56
472,Lakatoro,VU,2020-06-15 00:38:49,-16.1,167.42,82.4,69,40,8.05
473,Mahina,PF,2020-06-15 00:38:49,-17.51,-149.49,87.8,62,75,4.7
474,Kavaratti,IN,2020-06-15 00:38:50,10.57,72.64,85.17,77,100,22.57
475,Kalemie,CD,2020-06-15 00:38:50,-5.95,29.19,66.7,63,0,1.79
476,Brewster,US,2020-06-15 00:38:50,41.4,-73.62,62.01,67,1,4.7
477,Port Victoria,KE,2020-06-15 00:38:50,0.09,33.98,67.66,82,20,7.29
478,Timbiqui,CO,2020-06-15 00:38:50,2.77,-77.67,76.89,92,100,3.33
479,Antalaha,MG,2020-06-15 00:38:51,-14.9,50.28,70.54,74,100,9.15
480,Yerbogachen,RU,2020-06-15 00:34:15,61.28,108.01,69.12,65,90,13.65
481,Valverde Del Camino,ES,2020-06-15 00:38:51,37.58,-6.75,64.99,51,0,5.01
482,Bardiyah,LY,2020-06-15 00:38:51,31.76,25.09,70.11,69,0,4.81
483,Poshekhonye,RU,2020-06-15 00:38:51,58.5,39.14,50.52,91,0,4.7
484,Bonavista,CA,2020-06-15 00:38:52,48.65,-53.11,43.0,82,100,1.99
485,Olavarria,AR,2020-06-15 00:38:52,-36.89,-60.32,44.01,55,0,3.0
486,Scarborough,GB,2020-06-15 00:38:52,54.28,-0.4,57.0,93,100,2.98
487,Tongzi,CN,2020-06-15 00:38:52,28.78,105.09,83.89,65,1,0.74
488,Methoni,GR,2020-06-15 00:38:52,36.82,21.7,73.0,68,0,5.82
489,Ambilobe,MG,2020-06-15 00:38:53,-13.2,49.05,69.12,65,43,2.35
490,Lisakovsk,KZ,2020-06-15 00:38:53,52.54,62.49,50.34,63,0,5.26
491,Chara,RU,2020-06-15 00:38:53,56.91,118.26,64.87,48,100,4.83
492,Sakakah,SA,2020-06-15 00:38:53,29.97,40.21,86.0,11,20,11.41
493,Jacala,MX,2020-06-15 00:38:53,21.02,-99.18,60.24,88,47,3.87
494,Sinnamary,GF,2020-06-15 00:38:53,5.38,-52.95,78.44,84,48,4.09
495,Trofors,NO,2020-06-15 00:38:54,65.53,13.41,53.6,93,75,2.24
496,Syriam,MM,2020-06-15 00:38:54,16.77,96.24,77.0,94,75,3.36
497,Nouna,BF,2020-06-15 00:38:54,12.73,-3.87,91.87,36,87,15.3
498,Biltine,TD,2020-06-15 00:34:09,14.53,20.92,81.73,33,93,4.32
499,Neryungri,RU,2020-06-15 00:35:03,56.67,124.65,60.39,61,90,10.78
500,Mananjary,MG,2020-06-15 00:38:55,-21.22,48.33,64.42,92,87,8.3
501,Margate,GB,2020-06-15 00:38:55,51.38,1.39,61.0,72,67,1.99
502,Sabratah,LY,2020-06-15 00:35:36,32.79,12.49,70.65,77,0,7.7
503,Barreirinha,BR,2020-06-15 00:38:55,-2.79,-57.07,76.24,85,81,1.86
504,Karatsu,JP,2020-06-15 00:38:55,33.44,129.97,81.0,83,75,6.93
505,Urdoma,RU,2020-06-15 00:38:56,61.75,48.54,52.63,79,31,4.81
506,Penzberg,DE,2020-06-15 00:38:56,47.75,11.38,54.0,97,100,3.0
507,Aswan,EG,2020-06-15 00:38:56,24.09,32.91,81.01,21,0,14.12
508,Turukhansk,RU,2020-06-15 00:38:56,65.82,87.98,52.65,76,100,4.56
509,Lonavale,IN,2020-06-15 00:38:57,18.75,73.42,82.4,88,40,3.36
510,Maues,BR,2020-06-15 00:38:23,-3.38,-57.72,75.97,78,64,1.74
511,Lom,BG,2020-06-15 00:38:57,43.81,23.24,65.44,72,100,6.15
512,Qui Nhon,VN,2020-06-15 00:35:48,13.77,109.23,81.41,79,100,11.5
513,Eureka,US,2020-06-15 00:38:57,40.8,-124.16,66.99,49,100,3.4
514,Yulara,AU,2020-06-15 00:38:58,-25.24,130.99,57.2,47,2,10.29
515,Mogzon,RU,2020-06-15 00:38:58,51.74,111.96,70.29,46,0,3.65
516,Chake Chake,TZ,2020-06-15 00:38:58,-5.25,39.77,76.98,72,5,12.08
517,Rabat,MA,2020-06-15 00:34:58,33.99,-6.84,66.0,87,0,5.82
518,Tomaszow Lubelski,PL,2020-06-15 00:38:59,50.45,23.42,59.0,93,19,6.35
519,Elko,US,2020-06-15 00:38:59,41.0,-115.5,71.6,17,1,16.11
520,Kingisepp,RU,2020-06-15 00:38:59,59.37,28.61,54.55,78,96,5.21
521,Tautira,PF,2020-06-15 00:38:59,-17.73,-149.15,87.8,62,75,4.7
522,Santiago Del Estero,AR,2020-06-15 00:38:59,-27.8,-64.26,56.14,37,3,11.25
523,Severnyy,RU,2020-06-15 00:38:59,50.68,36.55,64.4,88,75,13.42
524,Abu Samrah,SY,2020-06-15 00:35:00,35.3,37.18,63.59,69,0,6.55
525,Qasigiannguit,GL,2020-06-15 00:39:00,68.82,-51.19,33.8,74,100,9.17
526,Ascension,US,2020-06-15 00:39:00,30.22,-90.9,86.0,58,1,3.36
527,Vaitape,PF,2020-06-15 00:39:00,-16.52,-151.75,80.04,79,100,8.43
528,Helong,CN,2020-06-15 00:39:00,42.54,129.0,70.09,37,26,17.74
529,Santiago De Cuba,CU,2020-06-15 00:39:01,20.02,-75.82,78.8,74,75,9.17
530,Auki,SB,2020-06-15 00:34:48,-8.77,160.7,84.88,70,100,4.85
531,Doha,QA,2020-06-15 00:36:44,25.29,51.53,91.4,38,0,13.87
532,Sao Raimundo Das Mangabeiras,BR,2020-06-15 00:39:01,-7.02,-45.48,78.84,66,51,5.08
533,Eyl,SO,2020-06-15 00:39:01,7.98,49.82,82.74,57,59,26.82
534,Agirish,RU,2020-06-15 00:39:02,61.92,63.02,49.68,65,73,7.07
535,Tabou,CI,2020-06-15 00:39:02,4.42,-7.35,78.22,86,100,7.83
536,Gat,IL,2020-06-15 00:39:02,31.61,34.76,71.01,81,0,3.02
537,Acajutla,SV,2020-06-15 00:35:31,13.59,-89.83,75.99,98,32,0.63
538,Yatou,CN,2020-06-15 00:39:02,37.15,122.38,79.95,38,82,7.34
539,Vavoua,CI,2020-06-15 00:39:03,7.38,-6.48,72.21,98,58,4.12
540,Okato,NZ,2020-06-15 00:39:03,-39.2,173.88,57.99,87,96,10.0
541,Dalvik,IS,2020-06-15 00:37:51,65.97,-18.53,51.8,71,4,17.22
542,Semiluki,RU,2020-06-15 00:39:03,51.69,39.03,59.0,72,100,11.18
